Meter,Name,Date,PeriodValue,Unit,Status
751,1010 - Flat 51 Elec,01/08/2014,7.27,kWh,OK
751,1010 - Flat 51 Elec,02/08/2014,4.41,kWh,OK
751,1010 - Flat 51 Elec,03/08/2014,5.2,kWh,OK
751,1010 - Flat 51 Elec,04/08/2014,3.17,kWh,OK
751,1010 - Flat 51 Elec,05/08/2014,3.44,kWh,OK
751,1010 - Flat 51 Elec,06/08/2014,3.5,kWh,OK
751,1010 - Flat 51 Elec,07/08/2014,4.13,kWh,OK
751,1010 - Flat 51 Elec,08/08/2014,4.09,kWh,OK
751,1010 - Flat 51 Elec,09/08/2014,4.35,kWh,OK
751,1010 - Flat 51 Elec,10/08/2014,6.3,kWh,OK
751,1010 - Flat 51 Elec,11/08/2014,4.02,kWh,OK
751,1010 - Flat 51 Elec,12/08/2014,3.77,kWh,OK
751,1010 - Flat 51 Elec,13/08/2014,2.91,kWh,OK
751,1010 - Flat 51 Elec,14/08/2014,2.81,kWh,OK
751,1010 - Flat 51 Elec,15/08/2014,2.79,kWh,OK
751,1010 - Flat 51 Elec,16/08/2014,2.18,kWh,OK
751,1010 - Flat 51 Elec,17/08/2014,6.74,kWh,OK
751,1010 - Flat 51 Elec,18/08/2014,3.9,kWh,OK
751,1010 - Flat 51 Elec,19/08/2014,5.1,kWh,OK
751,1010 - Flat 51 Elec,20/08/2014,2,kWh,OK
751,1010 - Flat 51 Elec,21/08/2014,2.29,kWh,OK
751,1010 - Flat 51 Elec,22/08/2014,2.57,kWh,OK
751,1010 - Flat 51 Elec,23/08/2014,5.11,kWh,OK
751,1010 - Flat 51 Elec,24/08/2014,3.76,kWh,OK
751,1010 - Flat 51 Elec,25/08/2014,5.59,kWh,OK
751,1010 - Flat 51 Elec,26/08/2014,3.07,kWh,OK
751,1010 - Flat 51 Elec,27/08/2014,3.44,kWh,OK
751,1010 - Flat 51 Elec,28/08/2014,2.27,kWh,OK
751,1010 - Flat 51 Elec,29/08/2014,3.06,kWh,OK
751,1010 - Flat 51 Elec,30/08/2014,5.21,kWh,OK
751,1010 - Flat 51 Elec,31/08/2014,3.05,kWh,OK
751,1010 - Flat 51 Elec,01/09/2014,3.52,kWh,OK
751,1010 - Flat 51 Elec,02/09/2014,2.67,kWh,OK
751,1010 - Flat 51 Elec,03/09/2014,2.76,kWh,OK
751,1010 - Flat 51 Elec,04/09/2014,3.11,kWh,OK
751,1010 - Flat 51 Elec,05/09/2014,2.81,kWh,OK
751,1010 - Flat 51 Elec,06/09/2014,4.46,kWh,OK
751,1010 - Flat 51 Elec,07/09/2014,4.72,kWh,OK
751,1010 - Flat 51 Elec,08/09/2014,1.68,kWh,OK
751,1010 - Flat 51 Elec,09/09/2014,3.23,kWh,OK
751,1010 - Flat 51 Elec,10/09/2014,2.85,kWh,OK
751,1010 - Flat 51 Elec,11/09/2014,2.74,kWh,OK
751,1010 - Flat 51 Elec,12/09/2014,1.99,kWh,OK
751,1010 - Flat 51 Elec,13/09/2014,2.15,kWh,OK
751,1010 - Flat 51 Elec,14/09/2014,4.14,kWh,OK
751,1010 - Flat 51 Elec,15/09/2014,2.59,kWh,OK
751,1010 - Flat 51 Elec,16/09/2014,2.16,kWh,OK
751,1010 - Flat 51 Elec,17/09/2014,3.1,kWh,OK
751,1010 - Flat 51 Elec,18/09/2014,3.72,kWh,OK
751,1010 - Flat 51 Elec,19/09/2014,2.89,kWh,OK
751,1010 - Flat 51 Elec,20/09/2014,4.04,kWh,OK
751,1010 - Flat 51 Elec,21/09/2014,3.64,kWh,OK
751,1010 - Flat 51 Elec,22/09/2014,3.28,kWh,OK
751,1010 - Flat 51 Elec,23/09/2014,1.9,kWh,OK
751,1010 - Flat 51 Elec,24/09/2014,3.24,kWh,OK
751,1010 - Flat 51 Elec,25/09/2014,3.17,kWh,OK
751,1010 - Flat 51 Elec,26/09/2014,3.11,kWh,OK
751,1010 - Flat 51 Elec,27/09/2014,3.19,kWh,OK
751,1010 - Flat 51 Elec,28/09/2014,3.36,kWh,OK
751,1010 - Flat 51 Elec,29/09/2014,2.45,kWh,OK
751,1010 - Flat 51 Elec,30/09/2014,3.64,kWh,OK
751,1010 - Flat 51 Elec,01/10/2014,4.28,kWh,OK
751,1010 - Flat 51 Elec,02/10/2014,5.23,kWh,OK
751,1010 - Flat 51 Elec,03/10/2014,7.5,kWh,OK
751,1010 - Flat 51 Elec,04/10/2014,4.53,kWh,OK
751,1010 - Flat 51 Elec,05/10/2014,2.99,kWh,OK
751,1010 - Flat 51 Elec,06/10/2014,6.34,kWh,OK
751,1010 - Flat 51 Elec,07/10/2014,3.14,kWh,OK
751,1010 - Flat 51 Elec,08/10/2014,6.39,kWh,OK
751,1010 - Flat 51 Elec,09/10/2014,9.03,kWh,OK
751,1010 - Flat 51 Elec,10/10/2014,3.08,kWh,OK
751,1010 - Flat 51 Elec,11/10/2014,7.47,kWh,OK
751,1010 - Flat 51 Elec,12/10/2014,6.32,kWh,OK
751,1010 - Flat 51 Elec,13/10/2014,5.26,kWh,OK
751,1010 - Flat 51 Elec,14/10/2014,3.79,kWh,OK
751,1010 - Flat 51 Elec,15/10/2014,6.57,kWh,OK
751,1010 - Flat 51 Elec,16/10/2014,3.25,kWh,OK
751,1010 - Flat 51 Elec,17/10/2014,4.86,kWh,OK
751,1010 - Flat 51 Elec,18/10/2014,4.9,kWh,OK
751,1010 - Flat 51 Elec,19/10/2014,6.01,kWh,OK
751,1010 - Flat 51 Elec,20/10/2014,3.43,kWh,OK
751,1010 - Flat 51 Elec,21/10/2014,4.98,kWh,OK
751,1010 - Flat 51 Elec,22/10/2014,5.38,kWh,OK
751,1010 - Flat 51 Elec,23/10/2014,9.96,kWh,OK
751,1010 - Flat 51 Elec,24/10/2014,3.44,kWh,OK
751,1010 - Flat 51 Elec,25/10/2014,4.97,kWh,OK
751,1010 - Flat 51 Elec,26/10/2014,5.8,kWh,OK
751,1010 - Flat 51 Elec,27/10/2014,8.35,kWh,OK
751,1010 - Flat 51 Elec,28/10/2014,3.63,kWh,OK
751,1010 - Flat 51 Elec,29/10/2014,6.53,kWh,OK
751,1010 - Flat 51 Elec,30/10/2014,5.2,kWh,OK
751,1010 - Flat 51 Elec,31/10/2014,5,kWh,OK
751,1010 - Flat 51 Elec,01/11/2014,6.06,kWh,OK
751,1010 - Flat 51 Elec,02/11/2014,5.93,kWh,OK
751,1010 - Flat 51 Elec,03/11/2014,8.43,kWh,OK
751,1010 - Flat 51 Elec,04/11/2014,6.9,kWh,OK
751,1010 - Flat 51 Elec,05/11/2014,6.45,kWh,OK
751,1010 - Flat 51 Elec,06/11/2014,6.24,kWh,OK
751,1010 - Flat 51 Elec,07/11/2014,7.12,kWh,OK
751,1010 - Flat 51 Elec,08/11/2014,6.53,kWh,OK
751,1010 - Flat 51 Elec,09/11/2014,7.92,kWh,OK
751,1010 - Flat 51 Elec,10/11/2014,7.29,kWh,OK
751,1010 - Flat 51 Elec,11/11/2014,7.2,kWh,OK
751,1010 - Flat 51 Elec,12/11/2014,8.4,kWh,OK
751,1010 - Flat 51 Elec,13/11/2014,5.15,kWh,OK
751,1010 - Flat 51 Elec,14/11/2014,3.52,kWh,OK
751,1010 - Flat 51 Elec,15/11/2014,6.37,kWh,OK
751,1010 - Flat 51 Elec,16/11/2014,4.13,kWh,OK
751,1010 - Flat 51 Elec,17/11/2014,11.24,kWh,OK
751,1010 - Flat 51 Elec,18/11/2014,5.41,kWh,OK
751,1010 - Flat 51 Elec,19/11/2014,6.89,kWh,OK
751,1010 - Flat 51 Elec,20/11/2014,7.92,kWh,OK
751,1010 - Flat 51 Elec,21/11/2014,6.82,kWh,OK
751,1010 - Flat 51 Elec,22/11/2014,3.57,kWh,OK
751,1010 - Flat 51 Elec,23/11/2014,9.32,kWh,OK
751,1010 - Flat 51 Elec,24/11/2014,9.4,kWh,OK
751,1010 - Flat 51 Elec,25/11/2014,10.14,kWh,OK
751,1010 - Flat 51 Elec,26/11/2014,6.71,kWh,OK
751,1010 - Flat 51 Elec,27/11/2014,8.13,kWh,OK
751,1010 - Flat 51 Elec,28/11/2014,7.27,kWh,OK
751,1010 - Flat 51 Elec,29/11/2014,4.38,kWh,OK
751,1010 - Flat 51 Elec,30/11/2014,9.6,kWh,OK
751,1010 - Flat 51 Elec,01/12/2014,7,kWh,OK
751,1010 - Flat 51 Elec,02/12/2014,7.68,kWh,OK
751,1010 - Flat 51 Elec,03/12/2014,8.64,kWh,OK
751,1010 - Flat 51 Elec,04/12/2014,9.41,kWh,OK
751,1010 - Flat 51 Elec,05/12/2014,6.32,kWh,OK
751,1010 - Flat 51 Elec,06/12/2014,7.34,kWh,OK
751,1010 - Flat 51 Elec,07/12/2014,5.31,kWh,OK
751,1010 - Flat 51 Elec,08/12/2014,7.05,kWh,OK
751,1010 - Flat 51 Elec,09/12/2014,4.82,kWh,OK
751,1010 - Flat 51 Elec,10/12/2014,5.07,kWh,OK
751,1010 - Flat 51 Elec,11/12/2014,5.95,kWh,OK
751,1010 - Flat 51 Elec,12/12/2014,12.26,kWh,OK
751,1010 - Flat 51 Elec,13/12/2014,6.99,kWh,OK
751,1010 - Flat 51 Elec,14/12/2014,7.8,kWh,OK
751,1010 - Flat 51 Elec,15/12/2014,5.04,kWh,OK
751,1010 - Flat 51 Elec,16/12/2014,7.38,kWh,OK
751,1010 - Flat 51 Elec,17/12/2014,5.65,kWh,OK
751,1010 - Flat 51 Elec,18/12/2014,5.79,kWh,OK
751,1010 - Flat 51 Elec,19/12/2014,4.12,kWh,OK
751,1010 - Flat 51 Elec,20/12/2014,3.36,kWh,OK
751,1010 - Flat 51 Elec,21/12/2014,9.04,kWh,OK
751,1010 - Flat 51 Elec,22/12/2014,5.57,kWh,OK
751,1010 - Flat 51 Elec,23/12/2014,5.96,kWh,OK
751,1010 - Flat 51 Elec,24/12/2014,10.23,kWh,OK
751,1010 - Flat 51 Elec,25/12/2014,10.17,kWh,OK
751,1010 - Flat 51 Elec,26/12/2014,9.8,kWh,OK
751,1010 - Flat 51 Elec,27/12/2014,6.53,kWh,OK
751,1010 - Flat 51 Elec,28/12/2014,10.54,kWh,OK
751,1010 - Flat 51 Elec,29/12/2014,5.07,kWh,OK
751,1010 - Flat 51 Elec,30/12/2014,3.36,kWh,OK
751,1010 - Flat 51 Elec,31/12/2014,1.59,kWh,OK
751,1010 - Flat 51 Elec,01/01/2015,5.65,kWh,OK
751,1010 - Flat 51 Elec,02/01/2015,9.96,kWh,OK
751,1010 - Flat 51 Elec,03/01/2015,6.12,kWh,OK
751,1010 - Flat 51 Elec,04/01/2015,9.54,kWh,OK
751,1010 - Flat 51 Elec,05/01/2015,6.7,kWh,OK
751,1010 - Flat 51 Elec,06/01/2015,5.82,kWh,OK
751,1010 - Flat 51 Elec,07/01/2015,6.77,kWh,OK
751,1010 - Flat 51 Elec,08/01/2015,5.55,kWh,OK
751,1010 - Flat 51 Elec,09/01/2015,7.43,kWh,OK
751,1010 - Flat 51 Elec,10/01/2015,13.86,kWh,OK
751,1010 - Flat 51 Elec,11/01/2015,5.7,kWh,OK
751,1010 - Flat 51 Elec,12/01/2015,5.41,kWh,OK
751,1010 - Flat 51 Elec,13/01/2015,9.18,kWh,OK
751,1010 - Flat 51 Elec,14/01/2015,10.55,kWh,OK
751,1010 - Flat 51 Elec,15/01/2015,7.84,kWh,OK
751,1010 - Flat 51 Elec,16/01/2015,7.53,kWh,OK
751,1010 - Flat 51 Elec,17/01/2015,8.99,kWh,OK
751,1010 - Flat 51 Elec,18/01/2015,9.78,kWh,OK
751,1010 - Flat 51 Elec,19/01/2015,6.25,kWh,OK
751,1010 - Flat 51 Elec,20/01/2015,9.66,kWh,OK
751,1010 - Flat 51 Elec,21/01/2015,6.68,kWh,OK
751,1010 - Flat 51 Elec,22/01/2015,8.89,kWh,OK
751,1010 - Flat 51 Elec,23/01/2015,4.42,kWh,OK
751,1010 - Flat 51 Elec,24/01/2015,6.87,kWh,OK
751,1010 - Flat 51 Elec,25/01/2015,7.32,kWh,OK
751,1010 - Flat 51 Elec,26/01/2015,5.53,kWh,OK
751,1010 - Flat 51 Elec,27/01/2015,8.52,kWh,OK
751,1010 - Flat 51 Elec,28/01/2015,5.36,kWh,OK
751,1010 - Flat 51 Elec,29/01/2015,7.5,kWh,OK
751,1010 - Flat 51 Elec,30/01/2015,6.94,kWh,OK
751,1010 - Flat 51 Elec,31/01/2015,7.78,kWh,OK
751,1010 - Flat 51 Elec,01/02/2015,9.13,kWh,OK
751,1010 - Flat 51 Elec,02/02/2015,5.93,kWh,OK
751,1010 - Flat 51 Elec,03/02/2015,7.24,kWh,OK
751,1010 - Flat 51 Elec,04/02/2015,8.86,kWh,OK
751,1010 - Flat 51 Elec,05/02/2015,4.13,kWh,OK
751,1010 - Flat 51 Elec,06/02/2015,5.18,kWh,OK
751,1010 - Flat 51 Elec,07/02/2015,5.05,kWh,OK
751,1010 - Flat 51 Elec,08/02/2015,10.16,kWh,OK
751,1010 - Flat 51 Elec,09/02/2015,4.78,kWh,OK
751,1010 - Flat 51 Elec,10/02/2015,5.15,kWh,OK
751,1010 - Flat 51 Elec,11/02/2015,6.45,kWh,OK
751,1010 - Flat 51 Elec,12/02/2015,6.23,kWh,OK
751,1010 - Flat 51 Elec,13/02/2015,5.61,kWh,OK
751,1010 - Flat 51 Elec,14/02/2015,6.5,kWh,OK
751,1010 - Flat 51 Elec,15/02/2015,9.42,kWh,OK
751,1010 - Flat 51 Elec,16/02/2015,4.03,kWh,OK
751,1010 - Flat 51 Elec,17/02/2015,4.81,kWh,OK
751,1010 - Flat 51 Elec,18/02/2015,5.82,kWh,OK
751,1010 - Flat 51 Elec,19/02/2015,6.04,kWh,OK
751,1010 - Flat 51 Elec,20/02/2015,5.71,kWh,OK
751,1010 - Flat 51 Elec,21/02/2015,8.15,kWh,OK
751,1010 - Flat 51 Elec,22/02/2015,8.16,kWh,OK
751,1010 - Flat 51 Elec,23/02/2015,5.74,kWh,OK
751,1010 - Flat 51 Elec,24/02/2015,4.78,kWh,OK
751,1010 - Flat 51 Elec,25/02/2015,4.05,kWh,OK
751,1010 - Flat 51 Elec,26/02/2015,4.52,kWh,OK
751,1010 - Flat 51 Elec,27/02/2015,4.85,kWh,OK
751,1010 - Flat 51 Elec,28/02/2015,8.5,kWh,OK
751,1010 - Flat 51 Elec,01/03/2015,7.05,kWh,OK
751,1010 - Flat 51 Elec,02/03/2015,7.81,kWh,OK
751,1010 - Flat 51 Elec,03/03/2015,7.16,kWh,OK
751,1010 - Flat 51 Elec,04/03/2015,7.65,kWh,OK
751,1010 - Flat 51 Elec,05/03/2015,5.89,kWh,OK
751,1010 - Flat 51 Elec,06/03/2015,7.87,kWh,OK
751,1010 - Flat 51 Elec,07/03/2015,4.47,kWh,OK
751,1010 - Flat 51 Elec,08/03/2015,7.04,kWh,OK
751,1010 - Flat 51 Elec,09/03/2015,8.38,kWh,OK
751,1010 - Flat 51 Elec,10/03/2015,5.01,kWh,OK
751,1010 - Flat 51 Elec,11/03/2015,5.44,kWh,OK
751,1010 - Flat 51 Elec,12/03/2015,5.4,kWh,OK
751,1010 - Flat 51 Elec,13/03/2015,7.33,kWh,OK
751,1010 - Flat 51 Elec,14/03/2015,8.45,kWh,OK
751,1010 - Flat 51 Elec,15/03/2015,7.19,kWh,OK
751,1010 - Flat 51 Elec,16/03/2015,8.96,kWh,OK
751,1010 - Flat 51 Elec,17/03/2015,7.82,kWh,OK
751,1010 - Flat 51 Elec,18/03/2015,6.62,kWh,OK
751,1010 - Flat 51 Elec,19/03/2015,7.2,kWh,OK
751,1010 - Flat 51 Elec,20/03/2015,4.14,kWh,OK
751,1010 - Flat 51 Elec,21/03/2015,7.79,kWh,OK
751,1010 - Flat 51 Elec,22/03/2015,5.41,kWh,OK
751,1010 - Flat 51 Elec,23/03/2015,6.24,kWh,OK
751,1010 - Flat 51 Elec,24/03/2015,5.45,kWh,OK
751,1010 - Flat 51 Elec,25/03/2015,8.53,kWh,OK
751,1010 - Flat 51 Elec,26/03/2015,6.14,kWh,OK
751,1010 - Flat 51 Elec,27/03/2015,3.93,kWh,OK
751,1010 - Flat 51 Elec,28/03/2015,7.62,kWh,OK
751,1010 - Flat 51 Elec,29/03/2015,6.32,kWh,OK
751,1010 - Flat 51 Elec,30/03/2015,8.12,kWh,OK
751,1010 - Flat 51 Elec,31/03/2015,6.42,kWh,OK
751,1010 - Flat 51 Elec,01/04/2015,8.13,kWh,OK
751,1010 - Flat 51 Elec,02/04/2015,7.91,kWh,OK
751,1010 - Flat 51 Elec,03/04/2015,1.38,kWh,OK
751,1010 - Flat 51 Elec,04/04/2015,0.82,kWh,OK
751,1010 - Flat 51 Elec,05/04/2015,0.7,kWh,OK
751,1010 - Flat 51 Elec,06/04/2015,0.74,kWh,OK
751,1010 - Flat 51 Elec,07/04/2015,0.66,kWh,OK
751,1010 - Flat 51 Elec,08/04/2015,0.68,kWh,OK
751,1010 - Flat 51 Elec,09/04/2015,4.61,kWh,OK
751,1010 - Flat 51 Elec,10/04/2015,6.24,kWh,OK
751,1010 - Flat 51 Elec,11/04/2015,4.68,kWh,OK
751,1010 - Flat 51 Elec,12/04/2015,5.63,kWh,OK
751,1010 - Flat 51 Elec,13/04/2015,5.08,kWh,OK
751,1010 - Flat 51 Elec,14/04/2015,5.34,kWh,OK
751,1010 - Flat 51 Elec,15/04/2015,3.53,kWh,OK
751,1010 - Flat 51 Elec,16/04/2015,5.75,kWh,OK
751,1010 - Flat 51 Elec,17/04/2015,5.58,kWh,OK
751,1010 - Flat 51 Elec,18/04/2015,6.79,kWh,OK
751,1010 - Flat 51 Elec,19/04/2015,5.29,kWh,OK
751,1010 - Flat 51 Elec,20/04/2015,4.17,kWh,OK
751,1010 - Flat 51 Elec,21/04/2015,3.48,kWh,OK
751,1010 - Flat 51 Elec,22/04/2015,3.65,kWh,OK
751,1010 - Flat 51 Elec,23/04/2015,4.37,kWh,OK
751,1010 - Flat 51 Elec,24/04/2015,4.5,kWh,OK
751,1010 - Flat 51 Elec,25/04/2015,6.67,kWh,OK
751,1010 - Flat 51 Elec,26/04/2015,8.8,kWh,OK
751,1010 - Flat 51 Elec,27/04/2015,5.87,kWh,OK
751,1010 - Flat 51 Elec,28/04/2015,6.11,kWh,OK
751,1010 - Flat 51 Elec,29/04/2015,4.79,kWh,OK
751,1010 - Flat 51 Elec,30/04/2015,5.38,kWh,OK
751,1010 - Flat 51 Elec,01/05/2015,5.87,kWh,OK
751,1010 - Flat 51 Elec,02/05/2015,7.28,kWh,OK
751,1010 - Flat 51 Elec,03/05/2015,5.51,kWh,OK
751,1010 - Flat 51 Elec,04/05/2015,6.89,kWh,OK
751,1010 - Flat 51 Elec,05/05/2015,4.52,kWh,OK
751,1010 - Flat 51 Elec,06/05/2015,4.7,kWh,OK
751,1010 - Flat 51 Elec,07/05/2015,4.67,kWh,OK
751,1010 - Flat 51 Elec,08/05/2015,6.07,kWh,OK
751,1010 - Flat 51 Elec,09/05/2015,7.2,kWh,OK
751,1010 - Flat 51 Elec,10/05/2015,7.18,kWh,OK
751,1010 - Flat 51 Elec,11/05/2015,3.46,kWh,OK
751,1010 - Flat 51 Elec,12/05/2015,3.11,kWh,OK
751,1010 - Flat 51 Elec,13/05/2015,2.58,kWh,OK
751,1010 - Flat 51 Elec,14/05/2015,5.33,kWh,OK
751,1010 - Flat 51 Elec,15/05/2015,4.52,kWh,OK
751,1010 - Flat 51 Elec,16/05/2015,7.61,kWh,OK
751,1010 - Flat 51 Elec,17/05/2015,6.97,kWh,OK
751,1010 - Flat 51 Elec,18/05/2015,5.33,kWh,OK
751,1010 - Flat 51 Elec,19/05/2015,4.81,kWh,OK
751,1010 - Flat 51 Elec,20/05/2015,4.88,kWh,OK
751,1010 - Flat 51 Elec,21/05/2015,5.14,kWh,OK
751,1010 - Flat 51 Elec,22/05/2015,4.49,kWh,OK
751,1010 - Flat 51 Elec,23/05/2015,6.32,kWh,OK
751,1010 - Flat 51 Elec,24/05/2015,8.89,kWh,OK
751,1010 - Flat 51 Elec,25/05/2015,4.89,kWh,OK
751,1010 - Flat 51 Elec,26/05/2015,4.66,kWh,OK
751,1010 - Flat 51 Elec,27/05/2015,4.25,kWh,OK
751,1010 - Flat 51 Elec,28/05/2015,4.61,kWh,OK
751,1010 - Flat 51 Elec,29/05/2015,5.32,kWh,OK
751,1010 - Flat 51 Elec,30/05/2015,5.49,kWh,OK
751,1010 - Flat 51 Elec,31/05/2015,6.52,kWh,OK
751,1010 - Flat 51 Elec,01/06/2015,5.56,kWh,OK
751,1010 - Flat 51 Elec,02/06/2015,3.7,kWh,OK
751,1010 - Flat 51 Elec,03/06/2015,4.91,kWh,OK
751,1010 - Flat 51 Elec,04/06/2015,4.39,kWh,OK
751,1010 - Flat 51 Elec,05/06/2015,4.84,kWh,OK
751,1010 - Flat 51 Elec,06/06/2015,5.67,kWh,OK
751,1010 - Flat 51 Elec,07/06/2015,1.77,kWh,OK
751,1010 - Flat 51 Elec,08/06/2015,1.36,kWh,OK
751,1010 - Flat 51 Elec,09/06/2015,1.49,kWh,OK
751,1010 - Flat 51 Elec,10/06/2015,1.27,kWh,OK
751,1010 - Flat 51 Elec,11/06/2015,1.45,kWh,OK
751,1010 - Flat 51 Elec,12/06/2015,1.3,kWh,OK
751,1010 - Flat 51 Elec,13/06/2015,2.49,kWh,OK
751,1010 - Flat 51 Elec,14/06/2015,6.04,kWh,OK
751,1010 - Flat 51 Elec,15/06/2015,3.14,kWh,OK
751,1010 - Flat 51 Elec,16/06/2015,3.03,kWh,OK
751,1010 - Flat 51 Elec,17/06/2015,2.19,kWh,OK
751,1010 - Flat 51 Elec,18/06/2015,8.2,kWh,OK
751,1010 - Flat 51 Elec,19/06/2015,5.63,kWh,OK
751,1010 - Flat 51 Elec,20/06/2015,4.03,kWh,OK
751,1010 - Flat 51 Elec,21/06/2015,4.62,kWh,OK
751,1010 - Flat 51 Elec,22/06/2015,5.2,kWh,OK
751,1010 - Flat 51 Elec,23/06/2015,6.56,kWh,OK
751,1010 - Flat 51 Elec,24/06/2015,3.62,kWh,OK
751,1010 - Flat 51 Elec,25/06/2015,4.86,kWh,OK
751,1010 - Flat 51 Elec,26/06/2015,4.66,kWh,OK
751,1010 - Flat 51 Elec,27/06/2015,6,kWh,OK
751,1010 - Flat 51 Elec,28/06/2015,7.12,kWh,OK
751,1010 - Flat 51 Elec,29/06/2015,4.65,kWh,OK
751,1010 - Flat 51 Elec,30/06/2015,6.21,kWh,OK
751,1010 - Flat 51 Elec,01/07/2015,3.57,kWh,OK
751,1010 - Flat 51 Elec,02/07/2015,3.96,kWh,OK
751,1010 - Flat 51 Elec,03/07/2015,3.95,kWh,OK
751,1010 - Flat 51 Elec,04/07/2015,6.34,kWh,OK
751,1010 - Flat 51 Elec,05/07/2015,4.69,kWh,OK
751,1010 - Flat 51 Elec,06/07/2015,3.49,kWh,OK
751,1010 - Flat 51 Elec,07/07/2015,4.76,kWh,OK
751,1010 - Flat 51 Elec,08/07/2015,5.05,kWh,OK
751,1010 - Flat 51 Elec,09/07/2015,4.33,kWh,OK
751,1010 - Flat 51 Elec,10/07/2015,6.64,kWh,OK
751,1010 - Flat 51 Elec,11/07/2015,3.84,kWh,OK
751,1010 - Flat 51 Elec,12/07/2015,0.99,kWh,OK
751,1010 - Flat 51 Elec,13/07/2015,0.88,kWh,OK
751,1010 - Flat 51 Elec,14/07/2015,0.9,kWh,OK
751,1010 - Flat 51 Elec,15/07/2015,0.85,kWh,OK
751,1010 - Flat 51 Elec,16/07/2015,0.84,kWh,OK
751,1010 - Flat 51 Elec,17/07/2015,0.9,kWh,OK
751,1010 - Flat 51 Elec,18/07/2015,0.84,kWh,OK
751,1010 - Flat 51 Elec,19/07/2015,0.84,kWh,OK
751,1010 - Flat 51 Elec,20/07/2015,0.89,kWh,OK
751,1010 - Flat 51 Elec,21/07/2015,0.83,kWh,OK
751,1010 - Flat 51 Elec,22/07/2015,0.84,kWh,OK
751,1010 - Flat 51 Elec,23/07/2015,0.8,kWh,OK
751,1010 - Flat 51 Elec,24/07/2015,0.84,kWh,OK
751,1010 - Flat 51 Elec,25/07/2015,0.77,kWh,OK
751,1010 - Flat 51 Elec,26/07/2015,3.22,kWh,OK
751,1010 - Flat 51 Elec,27/07/2015,4.65,kWh,OK
751,1010 - Flat 51 Elec,28/07/2015,4.72,kWh,OK
751,1010 - Flat 51 Elec,29/07/2015,3.43,kWh,OK
751,1010 - Flat 51 Elec,30/07/2015,3.36,kWh,OK
751,1010 - Flat 51 Elec,31/07/2015,3,kWh,OK
752,1012 - Flat 52 Elec,01/08/2014,0,kWh,OK
752,1012 - Flat 52 Elec,02/08/2014,0,kWh,OK
752,1012 - Flat 52 Elec,03/08/2014,0,kWh,OK
752,1012 - Flat 52 Elec,04/08/2014,0,kWh,OK
752,1012 - Flat 52 Elec,05/08/2014,0.54,kWh,OK
752,1012 - Flat 52 Elec,06/08/2014,0.56,kWh,OK
752,1012 - Flat 52 Elec,07/08/2014,0.54,kWh,OK
752,1012 - Flat 52 Elec,08/08/2014,2.61,kWh,OK
752,1012 - Flat 52 Elec,09/08/2014,4.96,kWh,OK
752,1012 - Flat 52 Elec,10/08/2014,6.18,kWh,OK
752,1012 - Flat 52 Elec,11/08/2014,5.8,kWh,OK
752,1012 - Flat 52 Elec,12/08/2014,5.97,kWh,OK
752,1012 - Flat 52 Elec,13/08/2014,5.04,kWh,OK
752,1012 - Flat 52 Elec,14/08/2014,4.74,kWh,OK
752,1012 - Flat 52 Elec,15/08/2014,7.95,kWh,OK
752,1012 - Flat 52 Elec,16/08/2014,3.8,kWh,OK
752,1012 - Flat 52 Elec,17/08/2014,5.44,kWh,OK
752,1012 - Flat 52 Elec,18/08/2014,3.08,kWh,OK
752,1012 - Flat 52 Elec,19/08/2014,5.15,kWh,OK
752,1012 - Flat 52 Elec,20/08/2014,4.19,kWh,OK
752,1012 - Flat 52 Elec,21/08/2014,3.94,kWh,OK
752,1012 - Flat 52 Elec,22/08/2014,5.13,kWh,OK
752,1012 - Flat 52 Elec,23/08/2014,5.51,kWh,OK
752,1012 - Flat 52 Elec,24/08/2014,5.76,kWh,OK
752,1012 - Flat 52 Elec,25/08/2014,5.07,kWh,OK
752,1012 - Flat 52 Elec,26/08/2014,4.36,kWh,OK
752,1012 - Flat 52 Elec,27/08/2014,5.34,kWh,OK
752,1012 - Flat 52 Elec,28/08/2014,4.71,kWh,OK
752,1012 - Flat 52 Elec,29/08/2014,6.33,kWh,OK
752,1012 - Flat 52 Elec,30/08/2014,5.73,kWh,OK
752,1012 - Flat 52 Elec,31/08/2014,6.57,kWh,OK
752,1012 - Flat 52 Elec,01/09/2014,5.51,kWh,OK
752,1012 - Flat 52 Elec,02/09/2014,6.5,kWh,OK
752,1012 - Flat 52 Elec,03/09/2014,3.84,kWh,OK
752,1012 - Flat 52 Elec,04/09/2014,3.99,kWh,OK
752,1012 - Flat 52 Elec,05/09/2014,5.03,kWh,OK
752,1012 - Flat 52 Elec,06/09/2014,7.08,kWh,OK
752,1012 - Flat 52 Elec,07/09/2014,5.39,kWh,OK
752,1012 - Flat 52 Elec,08/09/2014,7.77,kWh,OK
752,1012 - Flat 52 Elec,09/09/2014,3.51,kWh,OK
752,1012 - Flat 52 Elec,10/09/2014,5.78,kWh,OK
752,1012 - Flat 52 Elec,11/09/2014,6.19,kWh,OK
752,1012 - Flat 52 Elec,12/09/2014,4.32,kWh,OK
752,1012 - Flat 52 Elec,13/09/2014,4.71,kWh,OK
752,1012 - Flat 52 Elec,14/09/2014,5.35,kWh,OK
752,1012 - Flat 52 Elec,15/09/2014,7.21,kWh,OK
